control_id,template,line,kind,tag,label_or_expression,element_id,name,type,destination_or_expression,form_action,form_method,handlers,explicit_disabled,review_candidates,functional_status
CONTROL-01530,templates/partials/clusters/cluster_list.html,54,button,button,{{ page_num }},,,,/clusters?page={{ page_num }},,,"{""hx-get"": ""/clusters?page={{ page_num }}"", ""hx-include"": ""#filters-form"", ""hx-target"": ""#clusters-table-container""}",False,,Not individually executed
CONTROL-01531,templates/partials/clusters/cluster_list.html,64,button,button,Next page,,,,/clusters?page={{ page_obj.next_page_number }},,,"{""hx-get"": ""/clusters?page={{ page_obj.next_page_number }}"", ""hx-include"": ""#filters-form"", ""hx-target"": ""#clusters-table-container""}",False,,Not individually executed
CONTROL-01532,templates/partials/clusters/cluster_schools_table.html,6,button,button,Add Schools,,,button,/clusters/{{ cluster_id }}/bulk-assign-drawer,,,"{""hx-get"": ""/clusters/{{ cluster_id }}/bulk-assign-drawer"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-01533,templates/partials/clusters/cluster_schools_table.html,24,button,button,,,,button,,,,"{""@click"": ""openSchoolId = openSchoolId === '{{ s.id }}' ? null : '{{ s.id }}'"", ""@keydown.escape.window"": ""openSchoolId = null""}",False,No static label; check rendered accessible name,Not individually executed
CONTROL-01534,templates/partials/clusters/cluster_schools_table.html,56,button,button,Schedule,,,button,/planning/schedule-modal?school_id={{ s.schoolId }},,,"{""hx-get"": ""/planning/schedule-modal?school_id={{ s.schoolId }}"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-01535,templates/partials/clusters/cluster_schools_table.html,61,button,button,Schedule,,,button,,,,{},True,,Not individually executed
CONTROL-01536,templates/partials/clusters/cluster_schools_table.html,65,button,button,Assign,,,button,/planning/assign-partner-modal?school_id={{ s.schoolId }},,,"{""hx-get"": ""/planning/assign-partner-modal?school_id={{ s.schoolId }}"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-01537,templates/partials/clusters/cluster_schools_table.html,70,button,button,Assign,,,button,,,,{},True,,Not individually executed
CONTROL-01538,templates/partials/clusters/cluster_schools_table.html,84,button,button,Add Schools to Cluster,,,button,/clusters/{{ cluster_id }}/bulk-assign-drawer,,,"{""hx-get"": ""/clusters/{{ cluster_id }}/bulk-assign-drawer"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-01539,templates/partials/clusters/create_cluster_drawer.html,55,field,select,Select a district {{ district.name }},cluster-district,district_id,,                                           ,/clusters/create,post,"{""@change"": ""resetDistrict()"", ""hx-get"": ""                                           "", ""hx-trigger"": ""change"", ""hx-target"": ""#responsible-staff-select""}",False,,Not individually executed
CONTROL-01540,templates/partials/clusters/create_cluster_drawer.html,88,field,select,No assigned staff {{ sp.user.name }} ({{ sp.user.active_role }}),responsible-staff-select,responsible_staff_id,,,/clusters/create,post,{},False,,Not individually executed
CONTROL-01541,templates/partials/clusters/create_cluster_drawer.html,122,field,input,,,sub_county_ids,checkbox,,/clusters/create,post,"{""@change"": ""subCountyError = false""}",False,,Not individually executed
CONTROL-01542,templates/partials/clusters/create_cluster_drawer.html,171,field,input,e.g. Mukono Central Cluster,cluster-name,name,text,,/clusters/create,post,"{""@input"": ""clusterNameEdited = true""}",False,,Not individually executed
CONTROL-01543,templates/partials/clusters/create_cluster_drawer.html,203,field,input,e.g. Esther Naluwu,cluster-leader-name,cluster_leader_name,text,,/clusters/create,post,{},False,,Not individually executed
CONTROL-01544,templates/partials/clusters/create_cluster_drawer.html,214,field,input,e.g. +256 772 000 000,cluster-leader-phone,cluster_leader_phone,tel,,/clusters/create,post,{},False,,Not individually executed
CONTROL-01545,templates/partials/clusters/create_cluster_drawer.html,229,button,button,Cancel,,,button,,/clusters/create,post,"{""@click"": ""$dispatch('close-drawer')""}",False,,Not individually executed
CONTROL-01546,templates/partials/clusters/create_cluster_drawer.html,236,button,button,Create cluster,,,submit,,/clusters/create,post,{},False,,Not individually executed
CONTROL-01547,templates/partials/clusters/edit_cluster_drawer.html,37,field,input,e.g. Mukono Central Cluster,,name,text,,                                            ,post,{},False,,Not individually executed
CONTROL-01548,templates/partials/clusters/edit_cluster_drawer.html,50,field,select,Cluster type,,cluster_type,,,                                            ,post,{},False,,Not individually executed
CONTROL-01549,templates/partials/clusters/edit_cluster_drawer.html,63,field,select,-- Select District -- {{ d.name }},district-select,district_id,,                                           ,                                            ,post,"{""@change"": ""selectedSubCounties = []"", ""hx-get"": ""                                           "", ""hx-trigger"": ""change"", ""hx-target"": ""#responsible-staff-select""}",False,,Not individually executed
CONTROL-01550,templates/partials/clusters/edit_cluster_drawer.html,84,field,select,-- No Assigned Staff -- {{ sp.user.name }} ({{ sp.user.active_role }}),responsible-staff-select,responsible_staff_id,,,                                            ,post,{},False,,Not individually executed
CONTROL-01551,templates/partials/clusters/edit_cluster_drawer.html,108,field,input,,,sub_county_ids,checkbox,,                                            ,post,{},False,,Not individually executed
CONTROL-01552,templates/partials/clusters/edit_cluster_drawer.html,136,field,input,e.g. Esther Naluwu,,cluster_leader_name,text,,                                            ,post,{},False,,Not individually executed
CONTROL-01553,templates/partials/clusters/edit_cluster_drawer.html,146,field,input,e.g. +256 772 000 000,,cluster_leader_phone,text,,                                            ,post,{},False,,Not individually executed
CONTROL-01554,templates/partials/clusters/edit_cluster_drawer.html,159,button,button,Cancel,,,button,,                                            ,post,"{""@click"": ""$dispatch('close-drawer')""}",False,,Not individually executed
CONTROL-01555,templates/partials/clusters/edit_cluster_drawer.html,166,button,button,Save Changes,,,submit,,                                            ,post,{},False,,Not individually executed
CONTROL-01556,templates/partials/clusters/filters.html,12,field,select,Filter by fiscal year,,fy,,,/clusters,get,{},False,,Not individually executed
CONTROL-01557,templates/partials/clusters/filters.html,20,field,select,Filter by quarter,,quarter,,,/clusters,get,{},False,,Not individually executed
CONTROL-01558,templates/partials/clusters/filters.html,32,field,select,Filter by district,,district,,,/clusters,get,{},False,,Not individually executed
CONTROL-01559,templates/partials/clusters/filters.html,43,field,select,Filter by sub-county,,sub_county,,,/clusters,get,{},False,,Not individually executed
CONTROL-01560,templates/partials/clusters/filters.html,54,field,select,Filter by staff member,,staff,,,/clusters,get,{},False,,Not individually executed
CONTROL-01561,templates/partials/clusters/filters.html,65,field,select,Filter by SSA status,,ssa_status,,,/clusters,get,{},False,,Not individually executed
CONTROL-01562,templates/partials/clusters/filters.html,75,field,select,Filter by cluster risk,,cluster_risk,,,/clusters,get,{},False,,Not individually executed
CONTROL-01563,templates/partials/clusters/filters.html,86,field,select,Filter by activity status,,activity_status,,,/clusters,get,{},False,,Not individually executed
CONTROL-01564,templates/partials/clusters/filters.html,93,button,button,Clear Filters,,,button,,/clusters,get,"{""@click"": ""$el.form.reset(); $el.form.querySelector('[name=q]').value = ''; $el.form.dispatchEvent(new Event('change', { bubbles: true }))""}",False,,Not individually executed
CONTROL-01565,templates/partials/clusters/impact_panel.html,8,field,select,Focus intervention,,focus_intervention,,/clusters/impact/{{ selected_cluster.id }},,,"{""hx-get"": ""/clusters/impact/{{ selected_cluster.id }}"", ""hx-target"": ""#cluster-impact-container"", ""hx-swap"": ""outerHTML""}",False,,Not individually executed
CONTROL-01566,templates/partials/clusters/impact_panel.html,59,button,button,View full intervention impact report,,,button,/clusters/impact-drawer/{{ cluster_id }},,,"{""hx-get"": ""/clusters/impact-drawer/{{ cluster_id }}"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-01567,templates/partials/clusters/intervention_impact_drawer.html,14,field,select,Focus intervention,,focus_intervention,,/clusters/impact-drawer/{{ cluster_id }},,,"{""hx-get"": ""/clusters/impact-drawer/{{ cluster_id }}"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-01568,templates/partials/clusters/intervention_impact_drawer.html,66,button,button,Close Report,,,button,,,,"{""@click"": ""$dispatch('close-drawer')""}",False,,Not individually executed
CONTROL-01569,templates/partials/clusters/oversight_workspace.html,50,button,button,{{ group.label }} No one responsible {{ group.count }} cluster{{ group.count|pluralize }} · {{ group.schools|intcomma }} school{{ group.schools|pluralize }},,,button,,,,"{""@click"": ""open = !open""}",False,,Not individually executed
CONTROL-01570,templates/partials/clusters/oversight_workspace.html,95,link,a,{{ row.cluster.name }},,,,/clusters/{{ row.cluster.id }},,,{},False,,Not individually executed
CONTROL-01571,templates/partials/clusters/oversight_workspace.html,111,link,a,{{ row.cluster.name }},,,,/clusters/{{ row.cluster.id }},,,{},False,,Not individually executed
CONTROL-01572,templates/partials/clusters/oversight_workspace.html,124,link,a,Open the cluster directory,,,,/clusters,,,{},False,,Not individually executed
CONTROL-01573,templates/partials/clusters/planned_date_field.html,75,button,button,Choose planned date,,,button,,,,"{""@click"": ""open = !open""}",False,,Not individually executed
CONTROL-01574,templates/partials/clusters/planned_date_field.html,112,button,button,Previous month,,,button,,,,"{""@click"": ""prevMonth()""}",False,,Not individually executed
CONTROL-01575,templates/partials/clusters/planned_date_field.html,116,button,button,Next month,,,button,,,,"{""@click"": ""nextMonth()""}",False,,Not individually executed
CONTROL-01576,templates/partials/clusters/planned_date_field.html,128,button,button,,,,button,,,,"{""@click"": ""selectDay(day)""}",False,No static label; check rendered accessible name,Not individually executed
CONTROL-01577,templates/partials/coaching/one_to_ones.html,42,link,a,{{ action.label }},,,,{{ action.href }},,,{},False,,Not individually executed
CONTROL-01578,templates/partials/coaching/one_to_ones.html,44,button,button,{{ action.label }},,,button,{{ action.drawer }},,,"{""hx-get"": ""{{ action.drawer }}"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-01579,templates/partials/components/confirm_action.html,25,button,button,{{ trigger_aria_label }},,,button,,,,"{""@click"": ""ask()""}",False,,Not individually executed
CONTROL-01580,templates/partials/components/confirm_action.html,60,button,button,"{{ cancel_label|default:""Cancel"" }}",,,button,,,,"{""@click"": ""dismiss()""}",False,,Not individually executed
CONTROL-01581,templates/partials/components/confirm_action.html,62,button,button,"{{ confirm_label|default:""Confirm"" }}",,,submit,,,,{},False,,Not individually executed
CONTROL-01582,templates/partials/components/reason_disclosure.html,26,button,button,"{{ trigger_label|default:""Return"" }}",,,button,,,,"{""@click"": ""open = !open""}",False,,Not individually executed
CONTROL-01583,templates/partials/components/reason_disclosure.html,39,field,textarea,"{{ placeholder|default:'Say what needs to change, so the next person can act on it.' }}",reason-{{ uid }},reason,,,,,{},False,,Not individually executed
CONTROL-01584,templates/partials/components/reason_disclosure.html,48,button,button,"{{ submit_label|default:""Submit"" }}",,,submit,,,,{},False,,Not individually executed
